Unnamed: 0,Tweet,len,metrics,source
691,o t h e r   a q u a m a n   j o k e r   e v e r i   b i g   b u d g e t   m o v i   s i n c   2 0 1 8   u n d e r p e r f o r m,68,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
692,i   e x c i t   s e e   n e w   r o l e   i   w i s h   j o k e r   m o v i   t u r k e y   s u i t   m u c h,60,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
693,w a t c h   j o k e r   m o v i   d e c i d   r i g h t   w r o n g   t h e   s a m e   w a y   d e c i d   w h a t   f u n n i   o r   n o t   d o n t   j u d g   p e o p l   t a s t   c o m e d i   t h a n k,115,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
694,w h i c h   m o v i   c h a r a c t   u r   u   r   r e f e r   b t w   c o m e   j o k e r   b i t   r i c h,65,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
695,i f   w b   a l l o w   z s   f o l l o w   5   p a r t   m o v i   p l a n   t h e   t r u e   s t o r i   m u s t   t o l d   j l   j o k e r   a p p e a r   z s j l   t h r o w   w e i g h t   b e h i n d   d a   i n i t i   v i s i o n,129,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
696,o s c a r   w i n   m o v i   j o k e r   b a n   i n d i a n   t v   s c r e e n   t h e   f i l m   c e r t i f   a p p e l   t r i b u n   t a k e n   d e c i s   a l l o w   f i l m   a i r   t e l e v i s   h t t p   c o   3 k x 5 h d f d y q,155,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
697,d a m n   l i k e   j o k e r   m o v i,21,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 25, 'quote_count': 0}",Twitter Web App
698,m a k i n   n e w   j o k e r   m o v i   u   t e l l   s a i d   e v e r i   h o r r i b l   t h i n g   p o s s i b l   s i n c   g e t   b a n   s a y i n,86,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",Twitter Web App
699,w e   s u r p r i s   k n o w   f o r m a t   j o k e r   u s e   g i v e   e l   c h a p o   b o u r d i l l o n   2   5   h a n d i c a p   2 0 2 3   i   d e y   w a t c h   m o v i   d e y   s w e e t,105,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPad
700,i   s u r e   f a v o r i t   m o v i   j o k e r,27,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
701,b u m p   b u m p   m v   t e a s e r   r e m i n d   j o k e r   m o v i,39,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
702,j o k e r   a v e r a g   a s s   m o v i,23,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
703,t h i   s t r u g g l   a c h i e v   l e a d   r o l e   r o h i t   s h e t t i   n e x t   m o v i   p r o d u c   k a r a n   j o k e r   h t t p   c o   l o x g m q r 2 t 3,99,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
704,a t   l e a s t   s p i d e r   m a n   3   d u m b   f u n   j l   g o n n a   h o u r   d a r k   b r o w n   s a t u r   c o l o r   r a n d o m   h e r o   v i l l a i n   t h e   f a c t   u s e   w o r s t   j o k e r   e v e r   p r o v e   t r i   s n y d e r   w r o t e   m o v i   d a y,165,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
705,t o d d   p h i l l i p   b e s t   m o v i   t h e   h a n g o v   j o k e r   i   m e a n   f i r s t   o n e   s e q u e l   g o o d   f i r s t   o n e,83,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
706,f o r   v i e w   p o w e r   m o m e n t   i m m e d i   a f t e r w a r d   f e l t   e m p t i   i   t h i n k   n e e d   d e p t h   e x p l o r   t h e   j o k e r   m o v i   a n n o u n c   r e a l l i   l i k e   i   s a w   r e t u r n   o r i g i n   p o s i t,166,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
707,w o w   o v e r   2 5   t h i n g   s o m e o n   c a u g h t   i n   j o k e r   m o v i   b y   w a t c h   i t   i n   s l o w   m o   h t t p   c o   x v v g v t q a y a,94,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",SocialFlow
708,j o k e r   h o r r i b l   m o v i   p e o p l   l i k e,32,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
709,t h i   d e v i l   r e m i n d   j o k e r   p l a y   j o a q u i n   p h o e n i x   l a u g h   j o k e r   m o v i   i t   e e r i l i   s i m i l a r   t h i   i n d i v i d u   t h i n k   m a n   g o d   a c t   d e v i l i s h   l o o k   d e m o n   p o s s e s s   h t t p   c o   t r c o t y 5 v m v,173,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
710,i t   g o o d   i   m i n d   d a r k   b u t   i   t h i n k   i   b i g   f a n   e i t h e r   r e a s o n   f a r   r e m o v   i   l i k e   c h a r a c t   i   n e v e r   f e l t   l i k e   i   w a t c h   j o k e r   w o l v e r i n   m o v i   b u t   g l a d   f a n,150,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
711,z a c k   g i v e   u s   a y e r   c u t   h o r r o r   m o v i   j o k e r   h t t p   c o   e m c n c u z 3 b z,62,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",Twitter Web App
712,c e n s o r   b o a r d   এ র   প   চ   ল   c e n s o r   b o a r d   v s   j o k e r   d c   c o m m u n   b e n g a l   t h e   c e n s o r   b o a r d   t a k e n   s t r a n g   d e c i s   b a n   m o v i   j o k e r   t e l e v i s   w e   p r o t e s t   r i d i c u l   d e c i s   u n i q u   w a y   t h i   o n e   k i n d   v i d e o,195,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Android
713,j o k e r   m o v i   r e m i n d   b r i t i s h,27,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
714,d o   l i k e   t h e r e   b i g   n e w   s e l e c t   o r i g i n   m o v i   p o s t e r   a v a i l   w e e k   1 1   1 7   c h e c k   a l m o s t   1 0 0   o t h e r   d e f i n i t   f i n d   s o m e t h   l i k e   h t t p   c o   h d h e e y n r o 9   h t t p   c o   k e 8 0 j 8 5 t o g,170,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
715,g o n n a   t r i   f i n d   t i m e   s c o r e   m o v i   t r a i l e r   i   t h e   j o k e r   w e e k e n d   h t t p   c o   s w z v r n 3 q 9 c,79,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
716,y e a h   j o k e r   o k a y   s l e e p   j o h n n i   c a s h   m o v i,42,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
717,s o   g o n e   i g n o r   m o v i   b e a t   s h i t   r o b b e r   d a r k   k n i g h t   a n d   g e t   w a n t   k i l l   v i l l i a n   j o k e r   m u r d e r   w a y y y y y i   m a n i   p e o p l   k e e p   g i v e   s l a p   w r i s t   c r i m e,149,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
718,m y   p e r s o n   f a v o r i t   p o r t r a y   k i n g p i n   m a r k   h a m i l   j o k e r   h a r d   i m a g i n   a n y o n   b e t t e r   m i c h a e l   c l a r k   d u n c a n   c a m e   c l o s e   s u p e r b   p e r f o r m   f l a w   m o v i,148,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
719,l o o k   p h o t o   a r t i c l   l o o k   l i k e   j o k e r   t h e   j i m   c a r r e y   m o v i   h t t p   c o   l e h z 7 n u n h 9,79,"{'retweet_count': 9, 'reply_count': 2, 'like_count': 14, 'quote_count': 0}",Twitter for iPad
720,i   r e m e m b   w a t c h   m i d n i g h t   s h o w   f a t h e r   s t i l l   l o v e   m o v i   b a t m a n   1 9 8 9   f i r s t   c o n f r o n t   1 0 8 0 p   b i r t h   j o k e r   a x i   c h i m   h t t p   c o   m h m 5 k e p i z 5   v i a,144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
721,s a m e   n o w   t w o   y o r k i   w a k e   m i d d l   n i g h t   s t a r e   e x a c t   p o s e   l i k e   t w i n   s h i n e   i   s e e n   m o v i   1 0   y e a r   a g o   c u c k o o   n e s t   j a c k   1 9 8 9   j o k e r   m a d e   m u c h   s e n s,147,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
722,g o   g e t   s u   p u b l i s h   j o k e r   f u l l   m o v i   y o u t u b   h t t p   c o   l o f c u n y j v a,70,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
723,w o r k   w e l l   l a s t   j o k e r   m o v i,28,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
724,r e a l i z   m e n t a l   u n s t a b l   w a t c h   j o k e r   m o v i   f i r s t   t i m e   b e s t   f r i e n d   r e l a t   e m o t   t r a u m a   t h o u g h t   w e i r d,108,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 20, 'quote_count': 0}",Twitter for Android
725,p o m   p e e   j o k e r   m o v i   b a t m a n   h t t p   c o   t y x j n e x q 8 b,46,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
726,i   h u s k   p u r e   r a w   e n e r g i   g o   g i v e   e n o u g h   p o w e r   m a k e   j o k e r   2   m o v i   o r i g i n,72,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
727,t h e   n e w   j o k e r   m o v i   l o o k   g r e a t,31,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
728,h t t p   c o   f f u 0 9 i n e w 6   m y r i a m   b e n   s a l e m   n o v e m b   1 1   2 0 2 0   0 3   5 8 p m   i l l u m i n   c u r a t   m e d i u m   n o v e m b   1 1   2 0 2 0   0 3   5 8 p m   h t t p   c o   0 j p c z w p y i d,134,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",IFTTT
729,i t   2 0 2 0   d i s a s t   m o v i   o t h e r w i s   a l s o   o n e   i n t e r e s t   s e e   c a n a d i a n   a n t i   n a t i o n a l i s t   j o k e r   m o v i,94,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",Twitter for Android
730,i   s a y   n e e d   c a s t   d a f o   j o k e r   d a n o   k r a v i t z   a p p a r   f a n c a s t   c h a r a c t   b a c k   m o v i,86,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
731,t h a t   m o v i   c r a z i   i   t h o u g h t   d o p e   i m m a   g i v e   9   1 0   i   w i s h   i   s a w   i   s a w   j o k e r   t h o   h t t p   c o   6 p o m g w g 4 p,95,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 14, 'quote_count': 0}",Twitter for iPhone
732,n g l   r l l i   w a n n a   w a t c h   j o k e r   m o v i   r n,35,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
733,m y   t a k e a w a y   j o k e r   m o v i   h t t p   c o   7 z b k 5 z t a q n,43,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",dlvr.it
734,o f   c o u r s   m a n i   j o k e r   m o m e n t   m o v i   h t t p   c o   9 n 5 t g g n 8 b 4,54,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
735,m y   f a v o r i t   m o v i   j o k e r   h t t p   c o   d c v 7 a i p w y k,43,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}",Twitter for Android
736,m y   t a k e a w a y   j o k e r   m o v i   h t t p   c o   c e k 5 q h z g 5 t   i l l u m i n   c u r a t   m e d i u m,71,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
737,k n o c k   k n o c k   d e p r a v   m o v i   l e f t   e m o t   c o n f o u n d   u n c o m f o r t   a n y t h   r e c e n t   m e m o r i   b y   j o k e r   2 0 1 9   f a n   l o g i c   s w e p t   o s c a r,128,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
738,h o n e s t l i   i   e v e n   k n o w   a n y m o r   l o l   x d   m y   b i g   h o p e   k i c k   a s s   n i g h t w   m o v i   t h o u g h   i   t h i n k   m c k a y   c o u l d   r e a l l i   d e l i v   f i n g e r   c r o s s   i   s w e a r   g o d   w a y   b r i n g   d i c k   d c e u   m a k e   j o k e r   h t t p   c o   a 1 6 i 7 k v v k m,195,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",Twitter for Android
739,j o k e r   p e r f e c t   m o v i   i t   f l a w   m a n i   l e v e l   b u t   s o m e t h   v a l u a b l   f a c t   s h o t   r e a l   l o c a t   s c r i p t   c o n s t a n t l i   c h a n g   f i l m m a k   o p e n   d i p   t o e   e x p e r i m e n t   7,163,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
740,p e o p l   g o t   m a d   j o k e r   m o v i   s u p p o s e d l i   s y m p a t h   i n c e l   i f   c a s e   i m a g i n   o u t r a g   r e d   s k u l l   m o v i,97,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
741,g o o d n i g h t   l e g o   b a t m a n   l e g o   j o k e r   l e g o   b a t m a n   m o v i   m i l e   m o r a l   s p i d e r m a n   i n t o   t h e   s p i d e r v e r s   h a r l e y   q u i n n   p o i s o n   i v i   w o n d e r   w o m a n   t h e   u m b r e l l a   a c a d e m i   d a m i a n   w a y n   w h o l e   b a t f a m   m i l e   m c k e n n a   m a c d o e s i t   t h o m a   s a n d e r   m c r   t h e   r e s t,231,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
742,t h e   j o k e r   g r e a t   m o v i,21,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
743,l e t o   j o k e r   n e e d   s c r e e n   t i m e   f a i r l i   a s s   i m h o   p e o p l   q u i c k   s h i t   j o k e r   m o v i   w e l l   r e c e i v   t b h,94,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
744,i   l o v e   t h e   d a r k   k n i g h t   b o a t   s c e n e   j o k e r   v s   b a t m a n   f i g h t   g o o d   t h e   m o v i   g r e a t   c h o r e o g r a p h i   s p i d e r   m a n   t r a i n   s c e n e   f a v o r i t   s u p h e r o   m o v i,136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
745,t h e   d i l b e r t   g u y   d i l b e r t   c a s t l   l i v e   b e l i e v   j o k e r   m o v i   p s y o p   q u o t   r e t w e e t   p r e s i d   d o n a l d   t r u m p   s u p p o r t   s e e m   d e s t r u c t   u s   d e m o c r a c i,141,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",TweetDeck
746,n o   o n e   g i v e n   c h i l l   p e r f o r m   t h e   i n v i s   m a n   l i k e   r a i n   p a r t   m o v i   b r i l l i a n t l i   p l a y   f i t   m a d   f e e l   g e n u i n   e e r i   a n d   c o n t e s t   j o k e r   r o l e   c l a i m   g r e a t   u h   n o p e,171,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
747,i t   l i k e   b a t m a n   m o v i   f i r s t   o n e   m i c h a e l   k e a t o n   m e d i a   t a l k   h e a d   s t a r t   t u r n   j o k e r   c l o n e   h t t p   c o   k 5 n q y 1 s f 5 j,112,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
748,m a t t h e w   m a r   v i s t a   a l u m n i   m a r i n   m a r i n   i f   e v e r   b a c k   t o w n   i   w o u l d   l o v e   s e n d   p i c t u r   j o k e r   b r o t h e r   i   w a t c h   f m j   n i g h t   b o o t   c a m p   g r e a t e s t   m a r i n   c o r p   m o v i   e v e r,160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter Web App
749,s a w   f u c k   t e x t   t h o u g h t   r e f e r e n c   b e e   m o v i   j o k e   j o k e r   w e a r   b l a c k   r y u j i   w e a r   y e l l o w   s a w   a c t u a l   r a t i o   f u c k   s c r i p t   l i k e   o h   f u c k,138,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPad
750,b e t t e r   c h o i c   i f   g o   m a k e   w o r l d   w a r   m o v i   s e t   m a g i c   w o r l d   t h e y   n e e d   s o m e o n   r e a l l i   p u l l   h i t l e r   t y p e   j o k e r,109,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
751,m y   r e a s o n   l o v e   j o k e r   m o v i   s e e   d e n i r o   l a s t   s e e n   h t t p   c o   h i n a k s c k c i,72,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
752,i f   e v e r   m o v i   m a d e   o l d e r   j o k e r   g u y   f i t   r o l e   p e r f e c t l i   e v e n   a c t,62,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
753,y o u   l o o k   l i k e   g o   a w k w a r d   l e t t e r m a n   i n t e r v i e w   y o u   g o   s t a r   s h i t t i   j o k e r   m o v i   t h o u g h   r i g h t,91,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
754,j u s t   r e m i n d   l i k e   s c a r i   m o v i   o n e   s o r t   w e i r d   a r t i s t   d y s t o p i a n   t y p e   w e i r d   r e a l l i   e n j o y   o h   i   t h o u g h t   l i k e   o l d   v e r s i o n   h e a t h   l e d g e r   j o k e r,137,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
755,r o b i n   b r u t a l   m u r d e r   s e t   a b l a z   j o k e r   t h e   s t o r i   t o l d   s a l v a g   c o s t u m   d i s p l a y   i n s i d   b a t c a v   w u t   h t t p   c o   2 t w z m b u e b g   v i a,123,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
